matchType,description,match,mfrId,mfrName,part_dataSupplierId,part_articleNumber,part_mfrName,genericArticleId,genericArticleDescription,legacyArticleId,linkageTargetTypes,OEM SKU
OENumber,OE Number,16535-20030,25,DAIHATSU,4674,TSB-129,FEBEST,2132.0,"Mounting, radiator",218237763.0,"['V', 'O', 'M']",16535-20030
OENumber,OE Number,16535-20030,111,TOYOTA,4674,TSB-129,FEBEST,,,,,16535-20030
OENumber,OE Number,12418647866,16,BMW,6484,828105001,FREY,2.0,Starter,1378417428.0,"['V', 'O', 'M']",12418647866
OENumber,OE Number,12418647866,16,BMW,4501,LRS04129,LUCAS,2.0,Starter,572544015.0,"['V', 'O', 'M']",12418647866
OENumber,OE Number,12418647866,1523,MINI,4501,LRS04129,LUCAS,,,,,12418647866
OENumber,OE Number,24390,4099,KEMPF,355,10.99059,DT Spare Parts,391.0,Tail Light Assembly,101916034.0,"['V', 'O']",24390
OENumber,OE Number,24390,95,ROVER,95,944390664610,MAGNETI MARELLI,4.0,Alternator,43944105.0,"['V', 'O', 'M']",24390
OENumber,OE Number,04465BZ280,25,DAIHATSU,65,P83191N,BREMBO,402.0,"Brake Pad Set, disc brake",1300766516.0,"['V', 'O', 'A']",04465-BZ280
OENumber,OE Number,04465BZ280,25,DAIHATSU,2,8DB 355 044-371,HELLA,402.0,"Brake Pad Set, disc brake",1270412015.0,"['V', 'O', 'A']",04465-BZ280
OENumber,OE Number,04465BZ280,25,DAIHATSU,4625,8DB 355 044-371,HELLA PAGID,402.0,"Brake Pad Set, disc brake",1269092051.0,"['V', 'O', 'A']",04465-BZ280
OENumber,OE Number,04465BZ280,25,DAIHATSU,73,MDB3235,MINTEX,402.0,"Brake Pad Set, disc brake",1200377060.0,"['V', 'O', 'A']",04465-BZ280
OENumber,OE Number,04465BZ280,25,DAIHATSU,4990,NP1191SC,NISSHINBO,402.0,"Brake Pad Set, disc brake",1201628225.0,"['V', 'O', 'A']",04465-BZ280
OENumber,OE Number,04465BZ280,25,DAIHATSU,39,2256101,TEXTAR,402.0,"Brake Pad Set, disc brake",1200121757.0,"['V', 'O', 'A']",04465-BZ280
OENumber,OE Number,27700-58060,111,TOYOTA,4819,138297,HC-Cargo,288.0,Alternator Regulator,218511201.0,"['V', 'O', 'M']",27700-58060
OENumber,OE Number,504530,4101,MOXY,256,AR 350/6,FILTRON,8.0,Air Filter,84231007.0,"['V', 'O', 'M']",504.530
OENumber,OE Number,504530,4101,MOXY,95,154072386561,MAGNETI MARELLI,8.0,Air Filter,254474945.0,"['V', 'O', 'M']",504.530
OENumber,OE Number,504530,4101,MOXY,287,LX 3599,MAHLE,8.0,Air Filter,162564000.0,"['V', 'O', 'M']",504.530
OENumber,OE Number,504530,4101,MOXY,4,C 30 810/3,MANN-FILTER,8.0,Air Filter,7324491.0,"['V', 'O', 'M']",504.530
OENumber,OE Number,504530,4101,MOXY,324,49811,WIX FILTERS,8.0,Air Filter,98418734.0,"['V', 'O', 'M']",504.530
OENumber,OE Number,47770WAA03,111,TOYOTA,30,1 987 473 614,BOSCH,407.0,"Warning Contact, brake pad wear",833805527.0,"['V', 'O', 'A']",47770-WAA03
OENumber,OE Number,47770WAA03,111,TOYOTA,89,LZ0358,DELPHI,407.0,"Warning Contact, brake pad wear",1023686595.0,"['V', 'O', 'A']",47770-WAA03
OENumber,OE Number,47770WAA03,111,TOYOTA,2,8DK 355 252-841,HELLA,407.0,"Warning Contact, brake pad wear",868807221.0,"['V', 'O', 'A']",47770-WAA03
OENumber,OE Number,47770WAA03,111,TOYOTA,4625,8DK 355 252-841,HELLA PAGID,407.0,"Warning Contact, brake pad wear",865419698.0,"['V', 'O', 'A']",47770-WAA03
