index,matchType,description,match,mfrId,mfrName,part_dataSupplierId,part_articleNumber,part_mfrName,genericArticleId,genericArticleDescription,legacyArticleId,OEM SKU,OEM DESC
0,OENumber,OE Number,42431-50100,111.0,TOYOTA,350,ADT343284,BLUE PRINT,82.0,Brake Disc,101527171.0,42431-50100,Disc Rear
1,OENumber,OE Number,42431-50100,842.0,LEXUS,350,ADT343284,BLUE PRINT,82.0,Brake Disc,116996791.0,42431-50100,Disc Rear
2,OENumber,OE Number,4243150100,842.0,LEXUS,475,BBD5962S,BORG & BECK,82.0,Brake Disc,601179189.0,42431-50100,Disc Rear
3,OENumber,OE Number,4243150100,842.0,LEXUS,65,09.D691.11,BREMBO,82.0,Brake Disc,201564733.0,42431-50100,Disc Rear
4,OENumber,OE Number,42431-50100,842.0,LEXUS,89,BG4685C,DELPHI,82.0,Brake Disc,5369144.0,42431-50100,Disc Rear
5,OENumber,OE Number,4243150100,842.0,LEXUS,2,8DD 355 116-941,HELLA,82.0,Brake Disc,132709069.0,42431-50100,Disc Rear
6,OENumber,OE Number,4243150100,842.0,LEXUS,4625,8DD 355 116-941,HELLA PAGID,82.0,Brake Disc,482639611.0,42431-50100,Disc Rear
7,OENumber,OE Number,4243150100,842.0,LEXUS,6265,SD4653,Hi-Q,82.0,Brake Disc,1179544923.0,42431-50100,Disc Rear
8,OENumber,OE Number,4243150100,842.0,LEXUS,95,360406170601,MAGNETI MARELLI,82.0,Brake Disc,34038511.0,42431-50100,Disc Rear
9,OENumber,OE Number,4243150100,842.0,LEXUS,73,MDC2271R,MINTEX,82.0,Brake Disc,543812131.0,42431-50100,Disc Rear
10,OENumber,OE Number,4243150100,842.0,LEXUS,4990,ND1122K,NISSHINBO,82.0,Brake Disc,55100605.0,42431-50100,Disc Rear
11,OENumber,OE Number,4243150100,842.0,LEXUS,129,BS-8706,OPTIMAL,82.0,Brake Disc,436668438.0,42431-50100,Disc Rear
12,OENumber,OE Number,4243150100,842.0,LEXUS,129,BS-8706C,OPTIMAL,82.0,Brake Disc,20259932.0,42431-50100,Disc Rear
13,OENumber,OE Number,4243150100,842.0,LEXUS,39,92224503,TEXTAR,82.0,Brake Disc,65984811.0,42431-50100,Disc Rear
14,OENumber,OE Number,42431-50100,842.0,LEXUS,161,DF6039S,TRW,82.0,Brake Disc,65996858.0,42431-50100,Disc Rear
15,OENumber,OE Number,42431-50100,842.0,LEXUS,161,DF7496S,TRW,82.0,Brake Disc,65996872.0,42431-50100,Disc Rear
16,OENumber,OE Number,42431-50100,842.0,LEXUS,161,DF7497S,TRW,,,,42431-50100,Disc Rear
0,OENumber,OE Number,48510-80583,111.0,TOYOTA,4674,01110-006FR,FEBEST,854.0,Shock Absorber,1229312189.0,48510-80583,Absorber Assembly Shock Front RH *
1,OENumber,OE Number,4851080583,842.0,LEXUS,85,339281,KYB,854.0,Shock Absorber,38224406.0,48510-80583,Absorber Assembly Shock Front RH *
2,OENumber,OE Number,4851080583,842.0,LEXUS,4008,MSS017506,MANDO,854.0,Shock Absorber,741983114.0,48510-80583,Absorber Assembly Shock Front RH *
3,OENumber,OE Number,48510-80583,842.0,LEXUS,198,82463FR,OCAP,854.0,Shock Absorber,996408383.0,48510-80583,Absorber Assembly Shock Front RH *
4,OENumber,OE Number,48510-80583,842.0,LEXUS,6968,B3400,TOKICO,854.0,Shock Absorber,1133547525.0,48510-80583,Absorber Assembly Shock Front RH *
0,OENumber,OE Number,11116-50032,111.0,TOYOTA,9,61-10171-00,VICTOR REINZ,318.0,"Gasket, cylinder head",206525793.0,11116-50032,Gasket Cylinder Head Cover No.2 *
1,OENumber,OE Number,11116-50032,842.0,LEXUS,9,61-10171-00,VICTOR REINZ,,,,11116-50032,Gasket Cylinder Head Cover No.2 *
0,OENumber,OE Number,4851080463,842.0,LEXUS,85,551130,KYB,854.0,Shock Absorber,38263250.0,48510-80463,Absorber Assembly Shock Front RH
1,OENumber,OE Number,4851080463,842.0,LEXUS,4008,MSS015632,MANDO,854.0,Shock Absorber,647349924.0,48510-80463,Absorber Assembly Shock Front RH
2,OENumber,OE Number,4851080463,842.0,LEXUS,37,39131ST,MONROE,854.0,Shock Absorber,267580463.0,48510-80463,Absorber Assembly Shock Front RH
3,OENumber,OE Number,4851080463,842.0,LEXUS,198,82574FR,OCAP,854.0,Shock Absorber,996410867.0,48510-80463,Absorber Assembly Shock Front RH
0,OENumber,OE Number,90919-02269,111.0,TOYOTA,11,ZSE298,BorgWarner (BERU),689.0,Ignition Coil,1287614383.0,90919-02269,Coil Assembly Ignition
1,OENumber,OE Number,90919-02269,842.0,LEXUS,47,20741,BREMI,689.0,Ignition Coil,626915975.0,90919-02269,Coil Assembly Ignition
