index,matchType,description,match,mfrId,mfrName,part_dataSupplierId,part_articleNumber,part_mfrName,genericArticleId,genericArticleDescription,legacyArticleId,OEM SKU,OEM DESC
10,OENumber,OE Number,11421716192,16.0,BMW,4501,LFOE263,LUCAS,7.0,Oil Filter,1315927753.0,11421716192,Set Oil-Filter Element
11,OENumber,OE Number,11 42 1 716 192,16.0,BMW,95,154096366480,MAGNETI MARELLI,7.0,Oil Filter,42973797.0,11421716192,Set Oil-Filter Element
12,OENumber,OE Number,11421716192,16.0,BMW,95,154096366480,MAGNETI MARELLI,7.0,Oil Filter,92905972.0,11421716192,Set Oil-Filter Element
13,OENumber,OE Number,11421716192,16.0,BMW,287,OX 127/1D,MAHLE,7.0,Oil Filter,647340561.0,11421716192,Set Oil-Filter Element
14,OENumber,OE Number,11 42 1 716 192,16.0,BMW,4008,MMF045017,MANDO,7.0,Oil Filter,7451147.0,11421716192,Set Oil-Filter Element
15,OENumber,OE Number,11 42 1 716 192,16.0,BMW,4,HU 715/4 x,MANN-FILTER,7.0,Oil Filter,56581714.0,11421716192,Set Oil-Filter Element
16,OENumber,OE Number,1142 1716 192,16.0,BMW,133,64862,MAPCO,7.0,Oil Filter,61278107.0,11421716192,Set Oil-Filter Element
17,OENumber,OE Number,11 42 1 716 192,16.0,BMW,144,300 114 2102,MEYLE,7.0,Oil Filter,1241946839.0,11421716192,Set Oil-Filter Element
18,OENumber,OE Number,11 42 1 716 192,16.0,BMW,129,OP-FOF40025,OPTIMAL,7.0,Oil Filter,1112081975.0,11421716192,Set Oil-Filter Element
19,OENumber,OE Number,11 42 1 716 192,16.0,BMW,6437,BMS99.00098,SCHNIEDER AUTOTECH,7.0,Oil Filter,76418089.0,11421716192,Set Oil-Filter Element
20,OENumber,OE Number,11 42 1 716 192,16.0,BMW,209,08.18.012,TRUCKTEC AUTOMOTIVE,7.0,Oil Filter,67378047.0,11421716192,Set Oil-Filter Element
21,OENumber,OE Number,11 42 1 716 192,16.0,BMW,162,V20-0618,VAICO,7.0,Oil Filter,13597508.0,11421716192,Set Oil-Filter Element
22,OENumber,OE Number,11421716192,16.0,BMW,21,586533,VALEO,7.0,Oil Filter,98496086.0,11421716192,Set Oil-Filter Element
23,OENumber,OE Number,11 42 1 716 192,16.0,BMW,21,586533,VALEO,,,,11421716192,Set Oil-Filter Element
24,OENumber,OE Number,11 42 1 716 192,16.0,BMW,324,WL7221,WIX FILTERS,,,,11421716192,Set Oil-Filter Element
0,OENumber,OE Number,11421730389,16.0,BMW,475,BFO4145,BORG & BECK,7.0,Oil Filter,117440945.0,11421730389,Set Oil-Filter Element
1,OENumber,OE Number,11 42 1 730 389,16.0,BMW,30,1 457 429 638,BOSCH,7.0,Oil Filter,1922448.0,11421730389,Set Oil-Filter Element
2,OENumber,OE Number,11 42 1 730 389,16.0,BMW,43,COF100121C,CHAMPION,7.0,Oil Filter,21302794.0,11421730389,Set Oil-Filter Element
3,OENumber,OE Number,11 42 1 730 389,16.0,BMW,43,COF100548E,CHAMPION,7.0,Oil Filter,21313426.0,11421730389,Set Oil-Filter Element
4,OENumber,OE Number,11421730389,16.0,BMW,43,COF100548E,CHAMPION,7.0,Oil Filter,21530062.0,11421730389,Set Oil-Filter Element
5,OENumber,OE Number,11421730389,16.0,BMW,43,XE548/606,CHAMPION,7.0,Oil Filter,479196673.0,11421730389,Set Oil-Filter Element
6,OENumber,OE Number,11421730389,16.0,BMW,4434,28.0002-2091.2,CONTINENTAL,7.0,Oil Filter,364723882.0,11421730389,Set Oil-Filter Element
7,OENumber,OE Number,11421730389,16.0,BMW,4391,E149209,EUROREPAR,7.0,Oil Filter,47587178.0,11421730389,Set Oil-Filter Element
8,OENumber,OE Number,11 42 1 730 389,16.0,BMW,101,26687,FEBI BILSTEIN,7.0,Oil Filter,84270263.0,11421730389,Set Oil-Filter Element
9,OENumber,OE Number,11 42 1 730 389,16.0,BMW,256,OM 522,FILTRON,7.0,Oil Filter,37860473.0,11421730389,Set Oil-Filter Element
10,OENumber,OE Number,11 42 1 730 389,16.0,BMW,81,E110H D24,HENGST FILTER,7.0,Oil Filter,42929936.0,11421730389,Set Oil-Filter Element
11,OENumber,OE Number,11 42 1 730 389,16.0,BMW,95,154074592660,MAGNETI MARELLI,7.0,Oil Filter,42953886.0,11421730389,Set Oil-Filter Element
12,OENumber,OE Number,11421730389,16.0,BMW,95,154074592660,MAGNETI MARELLI,7.0,Oil Filter,92919718.0,11421730389,Set Oil-Filter Element
13,OENumber,OE Number,11421730389,16.0,BMW,95,154085040450,MAGNETI MARELLI,7.0,Oil Filter,537674080.0,11421730389,Set Oil-Filter Element
14,OENumber,OE Number,11421730389,16.0,BMW,287,OX 68D,MAHLE,7.0,Oil Filter,7459034.0,11421730389,Set Oil-Filter Element
15,OENumber,OE Number,11421730389,16.0,BMW,4008,EEOB0011Y,MANDO,7.0,Oil Filter,56581962.0,11421730389,Set Oil-Filter Element
16,OENumber,OE Number,11 42 1 730 389,16.0,BMW,4,HU 926/3 x,MANN-FILTER,7.0,Oil Filter,61278117.0,11421730389,Set Oil-Filter Element
17,OENumber,OE Number,1142 1730 389,16.0,BMW,133,64864,MAPCO,7.0,Oil Filter,1241952956.0,11421730389,Set Oil-Filter Element
18,OENumber,OE Number,11 42 1 730 389,16.0,BMW,144,300 114 2104,MEYLE,7.0,Oil Filter,1112082129.0,11421730389,Set Oil-Filter Element
19,OENumber,OE Number,11 42 1 730 389,16.0,BMW,129,OP-FOF40088,OPTIMAL,7.0,Oil Filter,76418071.0,11421730389,Set Oil-Filter Element
20,OENumber,OE Number,11 42 1 730 389,16.0,BMW,6437,BMS99.00109,SCHNIEDER AUTOTECH,7.0,Oil Filter,67362979.0,11421730389,Set Oil-Filter Element
21,OENumber,OE Number,11 42 1 730 389,16.0,BMW,209,08.18.009,TRUCKTEC AUTOMOTIVE,7.0,Oil Filter,67375204.0,11421730389,Set Oil-Filter Element
22,OENumber,OE Number,11 42 1 730 389,16.0,BMW,162,V20-0050,VAICO,7.0,Oil Filter,13597530.0,11421730389,Set Oil-Filter Element
23,OENumber,OE Number,11 42 1 730 389,16.0,BMW,162,V20-0521,VAICO,7.0,Oil Filter,98486242.0,11421730389,Set Oil-Filter Element
24,OENumber,OE Number,11 42 1 730 389,16.0,BMW,21,586535,VALEO,,,,11421730389,Set Oil-Filter Element
25,OENumber,OE Number,11421730389,16.0,BMW,21,586535,VALEO,,,,11421730389,Set Oil-Filter Element
26,OENumber,OE Number,11 42 1 730 389,16.0,BMW,324,WL7040,WIX FILTERS,,,,11421730389,Set Oil-Filter Element
0,OENumber,OE Number,12605565,84.0,OPEL,221,19347463,ACDelco,7.0,Oil Filter,380424013.0,12605565,Oil Filter Element with Seal
1,OENumber,OE Number,12605565,138.0,CHEVROLET,221,19347463,ACDelco,7.0,Oil Filter,117433837.0,12605565,Oil Filter Element with Seal
2,OENumber,OE Number,12605565,753.0,GENERAL MOTORS,475,BFO4051,BORG & BECK,7.0,Oil Filter,3487356.0,12605565,Oil Filter Element with Seal
3,OENumber,OE Number,12605565,774.0,PONTIAC,30,F 026 407 016,BOSCH,7.0,Oil Filter,21314443.0,12605565,Oil Filter Element with Seal
4,OENumber,OE Number,12605565,816.0,BUICK,30,F 026 407 016,BOSCH,7.0,Oil Filter,364721487.0,12605565,Oil Filter Element with Seal
5,OENumber,OE Number,12605565,753.0,GENERAL MOTORS,43,COF100568E,CHAMPION,7.0,Oil Filter,84261192.0,12605565,Oil Filter Element with Seal
6,OENumber,OE Number,12605565,84.0,OPEL,4391,E149200,EUROREPAR,7.0,Oil Filter,1315924585.0,12605565,Oil Filter Element with Seal
7,OENumber,OE Number,12605565,753.0,GENERAL MOTORS,256,OE 648/3,FILTRON,7.0,Oil Filter,43002059.0,12605565,Oil Filter Element with Seal
8,OENumber,OE Number,12605565,84.0,OPEL,4501,LFOE231,LUCAS,7.0,Oil Filter,92912340.0,12605565,Oil Filter Element with Seal
9,OENumber,OE Number,12605565,84.0,OPEL,95,154703633840,MAGNETI MARELLI,7.0,Oil Filter,537674625.0,12605565,Oil Filter Element with Seal
10,OENumber,OE Number,12605565,1497.0,SATURN,95,154703633840,MAGNETI MARELLI,7.0,Oil Filter,7445720.0,12605565,Oil Filter Element with Seal
11,OENumber,OE Number,12605565,84.0,OPEL,287,OX 258D,MAHLE,7.0,Oil Filter,61472220.0,12605565,Oil Filter Element with Seal
12,OENumber,OE Number,12605565,1497.0,SATURN,287,OX 258D,MAHLE,7.0,Oil Filter,1241946162.0,12605565,Oil Filter Element with Seal
13,OENumber,OE Number,12605565,753.0,GENERAL MOTORS,4008,EEOD0004Y,MANDO,7.0,Oil Filter,67783813.0,12605565,Oil Filter Element with Seal
14,OENumber,OE Number,12605565,753.0,GENERAL MOTORS,4,HU 6007 x,MANN-FILTER,3323.0,"Cap, oil filter housing",1095569302.0,12605565,Oil Filter Element with Seal
15,OENumber,OE Number,12605565,138.0,CHEVROLET,144,614 322 0008,MEYLE,7.0,Oil Filter,13598899.0,12605565,Oil Filter Element with Seal
16,OENumber,OE Number,12605565,753.0,GENERAL MOTORS,129,OP-FOF40016,OPTIMAL,7.0,Oil Filter,98498799.0,12605565,Oil Filter Element with Seal
17,OENumber,OE Number,12 605 565,99.0,SAAB,162,V40-0087,VAICO,,,,12605565,Oil Filter Element with Seal
18,OENumber,OE Number,12 605 565,84.0,OPEL,162,V40-1647,VAICO,,,,12605565,Oil Filter Element with Seal
19,OENumber,OE Number,12605565,99.0,SAAB,162,V40-1647,VAICO,,,,12605565,Oil Filter Element with Seal
20,OENumber,OE Number,12605565,117.0,VAUXHALL,21,586563,VALEO,,,,12605565,Oil Filter Element with Seal
21,OENumber,OE Number,12605565,753.0,GENERAL MOTORS,324,WL7295,WIX FILTERS,,,,12605565,Oil Filter Element with Seal
0,OENumber,OE Number,20958479,816.0,BUICK,221,19349144,ACDelco,424.0,"Filter, cabin air",1094188398.0,20958479,Cabin Filter *
0,OENumber,OE Number,7E0 721 401 F,5.0,AUDI,32,6284 600 746,SACHS,234.0,"Master Cylinder, clutch",248999445.0,7E0721401F,Master Cylinder Clutch
1,OENumber,OE Number,7E0 721 401 F,121.0,VW,32,6284 600 746,SACHS,234.0,"Master Cylinder, clutch",626831184.0,7E0721401F,Master Cylinder Clutch
2,OENumber,OE Number,7E0721401F,5.0,AUDI,21,2117315,VALEO,234.0,"Master Cylinder, clutch",446556948.0,7E0721401F,Master Cylinder Clutch
3,OENumber,OE Number,7E0721401F,121.0,VW,21,2117315,VALEO,,,,7E0721401F,Master Cylinder Clutch
4,OENumber,OE Number,7E0721401F,5.0,AUDI,21,874631,VALEO,,,,7E0721401F,Master Cylinder Clutch
5,OENumber,OE Number,7E0721401F,121.0,VW,21,874631,VALEO,,,,7E0721401F,Master Cylinder Clutch
0,OENumber,OE Number,98350KCL60,183.0,HYUNDAI,95,000723116535,MAGNETI MARELLI,298.0,Wiper Blade,254457730.0,98350-KCL60,Blade Assembly Wiper LH
0,OENumber,OE Number,12372-21150,111.0,TOYOTA,4674,TMB-NCP90LH,FEBEST,247.0,"Mounting, engine",155586727.0,12372-21150,Insulator Engine Mounting LH (For Transverese Engine)
0,OENumber,OE Number,16603-0C013,111.0,TOYOTA,350,ADBP960071,BLUE PRINT,312.0,"Deflection/Guide Pulley, V-ribbed belt",1318642417.0,16603-0C013,Pulley Sub-Assembly Idler No.1 *
1,OENumber,OE Number,16603-0C013,111.0,TOYOTA,4674,0188-1GRFE,FEBEST,312.0,"Deflection/Guide Pulley, V-ribbed belt",155553309.0,16603-0C013,Pulley Sub-Assembly Idler No.1 *
2,OENumber,OE Number,16603-0C013,111.0,TOYOTA,101,184910,FEBI BILSTEIN,312.0,"Deflection/Guide Pulley, V-ribbed belt",1327119564.0,16603-0C013,Pulley Sub-Assembly Idler No.1 *
3,OENumber,OE Number,16603-0C013,111.0,TOYOTA,33,T36174,GATES,312.0,"Deflection/Guide Pulley, V-ribbed belt",17261691.0,16603-0C013,Pulley Sub-Assembly Idler No.1 *
4,OENumber,OE Number,16603-0C013,111.0,TOYOTA,50,VKM 61032,SKF,312.0,"Deflection/Guide Pulley, V-ribbed belt",23554142.0,16603-0C013,Pulley Sub-Assembly Idler No.1 *
0,OENumber,OE Number,22675-5893R,80.0,NISSAN,350,ADN12324,BLUE PRINT,9.0,Fuel Filter,101444774.0,226755893R,Damper-Fuel Pulse
1,OENumber,OE Number,22 67 558 93R,93.0,RENAULT,350,ADN12324,BLUE PRINT,9.0,Fuel Filter,832790.0,226755893R,Damper-Fuel Pulse
2,OENumber,OE Number,22 67 558 93R,139.0,DACIA,350,ADN12324,BLUE PRINT,9.0,Fuel Filter,626562425.0,226755893R,Damper-Fuel Pulse
3,OENumber,OE Number,22 67 558 93R,93.0,RENAULT,30,0 450 902 161,BOSCH,9.0,Fuel Filter,479210668.0,226755893R,Damper-Fuel Pulse
4,OENumber,OE Number,22 67 558 93R,139.0,DACIA,30,0 450 902 161,BOSCH,9.0,Fuel Filter,364669780.0,226755893R,Damper-Fuel Pulse
5,OENumber,OE Number,22 67 558 93R,93.0,RENAULT,30,0 986 4B2 017,BOSCH,9.0,Fuel Filter,48223731.0,226755893R,Damper-Fuel Pulse
6,OENumber,OE Number,226755893R,93.0,RENAULT,4434,28.0002-3018.2,CONTINENTAL,9.0,Fuel Filter,308655294.0,226755893R,Damper-Fuel Pulse
7,OENumber,OE Number,226755893R,93.0,RENAULT,4391,E145064,EUROREPAR,9.0,Fuel Filter,1315955534.0,226755893R,Damper-Fuel Pulse
8,OENumber,OE Number,226755893R,139.0,DACIA,4391,E145064,EUROREPAR,9.0,Fuel Filter,67828963.0,226755893R,Damper-Fuel Pulse
9,OENumber,OE Number,22675-5893R,80.0,NISSAN,101,32399,FEBI BILSTEIN,9.0,Fuel Filter,13600930.0,226755893R,Damper-Fuel Pulse
10,OENumber,OE Number,22 67 558 93R,93.0,RENAULT,101,32399,FEBI BILSTEIN,,,,226755893R,Damper-Fuel Pulse
11,OENumber,OE Number,22 67 558 93R,139.0,DACIA,101,32399,FEBI BILSTEIN,,,,226755893R,Damper-Fuel Pulse
12,OENumber,OE Number,22 67 558 93R,93.0,RENAULT,81,H481WK,HENGST FILTER,,,,226755893R,Damper-Fuel Pulse
13,OENumber,OE Number,226755893R,93.0,RENAULT,4501,LFPF002,LUCAS,,,,226755893R,Damper-Fuel Pulse
14,OENumber,OE Number,226755893R,139.0,DACIA,4501,LFPF002,LUCAS,,,,226755893R,Damper-Fuel Pulse
15,OENumber,OE Number,226755893R,64.0,LANCIA,162,V40-0642,VAICO,,,,226755893R,Damper-Fuel Pulse
16,OENumber,OE Number,226755893R,117.0,VAUXHALL,162,V40-0642,VAICO,,,,226755893R,Damper-Fuel Pulse
17,OENumber,OE Number,226755893R,93.0,RENAULT,21,587001,VALEO,,,,226755893R,Damper-Fuel Pulse
18,OENumber,OE Number,226755893R,139.0,DACIA,21,587001,VALEO,,,,226755893R,Damper-Fuel Pulse
0,OENumber,OE Number,39210 2B500,183.0,HYUNDAI,30,F 00E 263 418,BOSCH,3922.0,Lambda Sensor,1172108774.0,39210-2B500,Sensor Assembly-Oxygen Front
1,OENumber,OE Number,39210 2B500,184.0,KIA,30,F 00E 263 418,BOSCH,3922.0,Lambda Sensor,1306090018.0,39210-2B500,Sensor Assembly-Oxygen Front
2,OENumber,OE Number,39210-2B500,183.0,HYUNDAI,4501,LEB5607,LUCAS,,,,39210-2B500,Sensor Assembly-Oxygen Front
3,OENumber,OE Number,39210-2B500,184.0,KIA,4501,LEB5607,LUCAS,,,,39210-2B500,Sensor Assembly-Oxygen Front
0,OENumber,OE Number,39210 2B355,183.0,HYUNDAI,30,0 258 986 786,BOSCH,3922.0,Lambda Sensor,813445740.0,39210-2B355,Sensor Assembly-Oxygen
1,OENumber,OE Number,39210 2B355,184.0,KIA,30,0 258 986 786,BOSCH,3922.0,Lambda Sensor,397037526.0,39210-2B355,Sensor Assembly-Oxygen
2,OENumber,OE Number,39210-2B355,183.0,HYUNDAI,4501,LEB5393,LUCAS,,,,39210-2B355,Sensor Assembly-Oxygen
3,OENumber,OE Number,39210-2B355,184.0,KIA,4501,LEB5393,LUCAS,,,,39210-2B355,Sensor Assembly-Oxygen
0,OENumber,OE Number,17 12 9 802 110,1523.0,MINI,33,05-4289,GATES,475.0,Radiator Hose,1106244268.0,17129802110,Coolant Hose
0,OENumber,OE Number,87139-26010,111.0,TOYOTA,350,ADT32514,BLUE PRINT,424.0,"Filter, cabin air",101516272.0,87139-26010,Filter Clean Air *
1,OENumber,OE Number,87139-26010,111.0,TOYOTA,475,BFC1021,BORG & BECK,424.0,"Filter, cabin air",117405660.0,87139-26010,Filter Clean Air *
2,OENumber,OE Number,87139-26010,842.0,LEXUS,475,BFC1021,BORG & BECK,424.0,"Filter, cabin air",1341795038.0,87139-26010,Filter Clean Air *
3,OENumber,OE Number,87139-26010,111.0,TOYOTA,4674,0143-001,FEBEST,424.0,"Filter, cabin air",47752777.0,87139-26010,Filter Clean Air *
4,OENumber,OE Number,87139-26010,111.0,TOYOTA,101,27465,FEBI BILSTEIN,424.0,"Filter, cabin air",1315885013.0,87139-26010,Filter Clean Air *
5,OENumber,OE Number,8713926010,111.0,TOYOTA,4501,LFCP191,LUCAS,,,,87139-26010,Filter Clean Air *
0,OENumber,OE Number,583301R000,183.0,HYUNDAI,30,0 986 475 985,BOSCH,277.0,Wheel Brake Cylinder,1239204.0,58330-1R000,Cylinder Assembly Wheel
1,OENumber,OE Number,58330 1R000,184.0,KIA,30,0 986 475 985,BOSCH,277.0,Wheel Brake Cylinder,39783624.0,58330-1R000,Cylinder Assembly Wheel
2,OENumber,OE Number,583301R000,183.0,HYUNDAI,89,LW90112,DELPHI,277.0,Wheel Brake Cylinder,401259589.0,58330-1R000,Cylinder Assembly Wheel
3,OENumber,OE Number,583301R000,183.0,HYUNDAI,62,FHW1588,FERODO,,,,58330-1R000,Cylinder Assembly Wheel
0,OENumber,OE Number,23237268,753.0,GENERAL MOTORS,4674,1023-AVALF-KIT,FEBEST,3229.0,"Link/Coupling Rod, stabiliser bar",1096864728.0,23237268,Link Assembly Front Stabilizer Shaft
0,OENumber,OE Number,53032860AA,882.0,JEEP,33,T39269,GATES,541.0,"Belt Tensioner, V-ribbed belt",1180107039.0,53032860AA,Belt Tensioner
1,OENumber,OE Number,53032860AA,882.0,JEEP,6375,GAT30540,GMB,541.0,"Belt Tensioner, V-ribbed belt",1321012607.0,53032860AA,Belt Tensioner
0,OENumber,OE Number,P8790-2K000-A,184.0,KIA,140,80001206,CORTECO,424.0,"Filter, cabin air",59528738.0,P8790-2K000A,Air Conditioner Filter *
1,OENumber,OE Number,P8790-2K000-A,184.0,KIA,140,80001207,CORTECO,424.0,"Filter, cabin air",59528740.0,P8790-2K000A,Air Conditioner Filter *
2,OENumber,OE Number,P8790 2K000A,184.0,KIA,81,E3994LI,HENGST FILTER,424.0,"Filter, cabin air",254298549.0,P8790-2K000A,Air Conditioner Filter *
3,OENumber,OE Number,P8790-2K-000A,184.0,KIA,95,154705205080,MAGNETI MARELLI,424.0,"Filter, cabin air",43030507.0,P8790-2K000A,Air Conditioner Filter *
4,OENumber,OE Number,P87902K000A,183.0,HYUNDAI,287,LA 531,MAHLE,424.0,"Filter, cabin air",92789561.0,P8790-2K000A,Air Conditioner Filter *
5,OENumber,OE Number,P8790-2K-000A,184.0,KIA,287,LA 531,MAHLE,,,,P8790-2K000A,Air Conditioner Filter *
0,OENumber,OE Number,13506-75010,111.0,TOYOTA,204,553 0430 10,INA,1123.0,Timing Chain,1356446429.0,13506-75010,Chain Sub-Assembly *
1,OENumber,OE Number,1350675010,111.0,TOYOTA,204,553 0430 10,INA,,,,13506-75010,Chain Sub-Assembly *
2,OENumber,OE Number,13506-75010,842.0,LEXUS,204,553 0430 10,INA,,,,13506-75010,Chain Sub-Assembly *
3,OENumber,OE Number,1350675010,842.0,LEXUS,204,553 0430 10,INA,,,,13506-75010,Chain Sub-Assembly *
