matchType,description,match,mfrId,mfrName,part_dataSupplierId,part_articleNumber,part_mfrName,genericArticleId,genericArticleDescription,legacyArticleId,OEM SKU
OENumber,OE Number,E268422,21,CITROËN,101,34924,FEBI BILSTEIN,654.0,Wheel Bearing Kit,48486340.0,E268422
OENumber,OE Number,E268422,88,PEUGEOT,101,34924,FEBI BILSTEIN,,,,E268422
OENumber,OE Number,16 230 631 80,21,CITROËN,350,ADP154205,BLUE PRINT,402.0,"Brake Pad Set, disc brake",101490676.0,1619790880
OENumber,OE Number,16 230 631 80,88,PEUGEOT,350,ADP154205,BLUE PRINT,402.0,"Brake Pad Set, disc brake",30363409.0,1619790880
OENumber,OE Number,1623063180,21,CITROËN,65,P 61 084,BREMBO,402.0,"Brake Pad Set, disc brake",471882850.0,1619790880
OENumber,OE Number,1623063180,88,PEUGEOT,65,P 61 084,BREMBO,402.0,"Brake Pad Set, disc brake",157879383.0,1619790880
OENumber,OE Number,1623063180,21,CITROËN,65,P61084N,BREMBO,402.0,"Brake Pad Set, disc brake",39738835.0,1619790880
OENumber,OE Number,1623063180,88,PEUGEOT,65,P61084N,BREMBO,402.0,"Brake Pad Set, disc brake",46708491.0,1619790880
OENumber,OE Number,16 230 631 80,21,CITROËN,4872,BP3386,BREMSI,402.0,"Brake Pad Set, disc brake",5258967.0,1619790880
OENumber,OE Number,16 230 631 80,88,PEUGEOT,4872,BP3386,BREMSI,402.0,"Brake Pad Set, disc brake",132598489.0,1619790880
OENumber,OE Number,1623063180,21,CITROËN,89,LP565,DELPHI,402.0,"Brake Pad Set, disc brake",65307400.0,1619790880
OENumber,OE Number,1623063180,88,PEUGEOT,89,LP565,DELPHI,402.0,"Brake Pad Set, disc brake",347405032.0,1619790880
OENumber,OE Number,16 230 631 80,21,CITROËN,101,16831,FEBI BILSTEIN,402.0,"Brake Pad Set, disc brake",43654450.0,1619790880
OENumber,OE Number,16 230 631 80,88,PEUGEOT,101,16831,FEBI BILSTEIN,402.0,"Brake Pad Set, disc brake",33991370.0,1619790880
OENumber,OE Number,1623063180,21,CITROËN,2,8DB 355 014-081,HELLA,402.0,"Brake Pad Set, disc brake",19694002.0,1619790880
OENumber,OE Number,1623063180,88,PEUGEOT,2,8DB 355 014-081,HELLA,402.0,"Brake Pad Set, disc brake",50120428.0,1619790880
OENumber,OE Number,1623063180,21,CITROËN,4625,8DB 355 014-081,HELLA PAGID,402.0,"Brake Pad Set, disc brake",67324917.0,1619790880
OENumber,OE Number,1623063180,88,PEUGEOT,4625,8DB 355 014-081,HELLA PAGID,402.0,"Brake Pad Set, disc brake",67450686.0,1619790880
OENumber,OE Number,16 230 631 80,21,CITROËN,158,181895,ICER,402.0,"Brake Pad Set, disc brake",67937323.0,1619790880
OENumber,OE Number,16 230 631 80,88,PEUGEOT,158,181895,ICER,,,,1619790880
OENumber,OE Number,1623063180,88,PEUGEOT,95,363700461084,MAGNETI MARELLI,,,,1619790880
OENumber,OE Number,16 230 631 80,21,CITROËN,95,363916060171,MAGNETI MARELLI,,,,1619790880
OENumber,OE Number,16 230 631 80,88,PEUGEOT,95,363916060171,MAGNETI MARELLI,,,,1619790880
OENumber,OE Number,1623063180,21,CITROËN,73,MDB2978,MINTEX,,,,1619790880
OENumber,OE Number,1623063180,88,PEUGEOT,73,MDB2978,MINTEX,,,,1619790880
OENumber,OE Number,1623063180,21,CITROËN,39,2476501,TEXTAR,,,,1619790880
OENumber,OE Number,1623063180,88,PEUGEOT,39,2476501,TEXTAR,,,,1619790880
OENumber,OE Number,16 230 631 80,21,CITROËN,108,8110 28039,TRISCAN,,,,1619790880
OENumber,OE Number,1623063180,104,SEAT,162,V10-8174-1,VAICO,,,,1619790880
OENumber,OE Number,1623063180,104,SEAT,162,V22-0152,VAICO,,,,1619790880
OENumber,OE Number,1623063180,21,CITROËN,162,V42-4119,VAICO,,,,1619790880
OENumber,OE Number,E268422,21,CITROËN,101,34924,FEBI BILSTEIN,654.0,Wheel Bearing Kit,48486340.0,1625935580
OENumber,OE Number,E268422,88,PEUGEOT,101,34924,FEBI BILSTEIN,,,,1625935580
