matchType,description,match,mfrId,mfrName,part_dataSupplierId,part_articleNumber,part_mfrName,genericArticleId,genericArticleDescription,legacyArticleId,OEM SKU
OENumber,OE Number,42118229,55.0,IVECO,355,7.32051,DT Spare Parts,1745.0,"Seal Ring, wheel hub",101953547.0,42118229
OENumber,OE Number,4211 8229,55.0,IVECO,355,7.32051,DT Spare Parts,1745.0,"Seal Ring, wheel hub",237592018.0,42118229
OENumber,OE Number,4211 8229,55.0,IVECO,101,100256,FEBI BILSTEIN,,,,42118229
OENumber,OE Number,13780-78R00,109.0,SUZUKI,350,ADBP220025,BLUE PRINT,8.0,Air Filter,755426424.0,13780-78R00
OENumber,OE Number,13780-78R00,109.0,SUZUKI,30,F 026 400 723,BOSCH,8.0,Air Filter,1253143114.0,13780-78R00
OENumber,OE Number,13780-78R00,109.0,SUZUKI,101,183844,FEBI BILSTEIN,8.0,Air Filter,1306828131.0,13780-78R00
OENumber,OE Number,13780-78R00,109.0,SUZUKI,256,AP 176/7,FILTRON,8.0,Air Filter,937165238.0,13780-78R00
OENumber,OE Number,13780-78R00,109.0,SUZUKI,81,E2006L,HENGST FILTER,8.0,Air Filter,1365151081.0,13780-78R00
OENumber,OE Number,13780-78R00,109.0,SUZUKI,324,WA9898,WIX FILTERS,8.0,Air Filter,938849536.0,13780-78R00
OENumber,OE Number,317570,4064.0,SACHS,95,357084070200,MAGNETI MARELLI,854.0,Shock Absorber,285217683.0,317570
OENumber,OE Number,99458304,55.0,IVECO,355,7.77026,DT Spare Parts,608.0,"Tilt Pump, driver cab",101955696.0,99458304
OENumber,OE Number,9945 8304,55.0,IVECO,355,7.77026,DT Spare Parts,608.0,"Tilt Pump, driver cab",48661546.0,99458304
OENumber,OE Number,9945 8304,55.0,IVECO,101,35514,FEBI BILSTEIN,,,,99458304
OENumber,OE Number,2992241,55.0,IVECO,30,F 026 402 030,BOSCH,9.0,Fuel Filter,3474150.0,2992241
OENumber,OE Number,2992241,35.0,FIAT,4872,FE1493,BREMSI,9.0,Fuel Filter,1233116529.0,2992241
OENumber,OE Number,2992241,55.0,IVECO,4872,FE1493,BREMSI,9.0,Fuel Filter,146728735.0,2992241
OENumber,OE Number,2992241,55.0,IVECO,89,HDF308,DELPHI,9.0,Fuel Filter,101949366.0,2992241
OENumber,OE Number,2992241,35.0,FIAT,355,5.45126,DT Spare Parts,9.0,Fuel Filter,84303705.0,2992241
