matchType,description,match,mfrId,mfrName,part_dataSupplierId,part_articleNumber,part_mfrName,genericArticleId,genericArticleDescription,legacyArticleId,OEM SKU
OENumber,OE Number,D1060-3JA0B,80.0,NISSAN,166,BPNI-1008,AISIN,402.0,"Brake Pad Set, disc brake",238381943.0,D10603JA0B
OENumber,OE Number,D1060 3JA0B,80.0,NISSAN,30,0 986 424 682,BOSCH,402.0,"Brake Pad Set, disc brake",648153773.0,D10603JA0B
OENumber,OE Number,D1060 3JA0B,1526.0,INFINITI,30,0 986 424 682,BOSCH,402.0,"Brake Pad Set, disc brake",237108091.0,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,65,P 56 107,BREMBO,402.0,"Brake Pad Set, disc brake",411028192.0,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,65,P56107N,BREMBO,402.0,"Brake Pad Set, disc brake",285186162.0,D10603JA0B
OENumber,OE Number,D10603JA0B,80.0,NISSAN,89,LP3278,DELPHI,402.0,"Brake Pad Set, disc brake",202743365.0,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,89,LP3278,DELPHI,402.0,"Brake Pad Set, disc brake",1268618038.0,D10603JA0B
OENumber,OE Number,D1060-3JA0B,80.0,NISSAN,4674,0201-R52F,FEBEST,402.0,"Brake Pad Set, disc brake",189789771.0,D10603JA0B
OENumber,OE Number,D10603JA0B,80.0,NISSAN,62,FDB4949,FERODO,402.0,"Brake Pad Set, disc brake",347404918.0,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,62,FDB4949,FERODO,402.0,"Brake Pad Set, disc brake",146538557.0,D10603JA0B
OENumber,OE Number,D1060-3JA0B,80.0,NISSAN,158,182234,ICER,402.0,"Brake Pad Set, disc brake",273410081.0,D10603JA0B
OENumber,OE Number,D1060-3JA0B,1526.0,INFINITI,158,182234,ICER,402.0,"Brake Pad Set, disc brake",1200554489.0,D10603JA0B
OENumber,OE Number,D10603JA0B,168.0,RELIANCE,95,363700456103,MAGNETI MARELLI,402.0,"Brake Pad Set, disc brake",214429073.0,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,95,363700456103,MAGNETI MARELLI,402.0,"Brake Pad Set, disc brake",869030690.0,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,73,MDB3708,MINTEX,402.0,"Brake Pad Set, disc brake",920926518.0,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,4990,NP2068,NISSHINBO,,,,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,129,BP-13010,OPTIMAL,,,,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,39,2558903,TEXTAR,,,,D10603JA0B
OENumber,OE Number,D1060-3JA0B,1526.0,INFINITI,21,670593,VALEO,,,,D10603JA0B
OENumber,OE Number,D10603JA0B,1526.0,INFINITI,21,670593,VALEO,,,,D10603JA0B
OENumber,OE Number,D1060-3JA0B,80.0,NISSAN,86,25589.170.1,ZIMMERMANN,,,,D10603JA0B
OENumber,OE Number,D1060-3JA0B,1526.0,INFINITI,86,25589.170.1,ZIMMERMANN,,,,D10603JA0B
OENumber,OE Number,7T4Z5493AA,36.0,FORD,89,TD4221W,DELPHI,1334.0,"Mounting, stabiliser bar",1166363128.0,7T4Z-5493-AA
OENumber,OE Number,7T4Z-5493-AA,36.0,FORD,4674,FDSB-EDGR,FEBEST,1334.0,"Mounting, stabiliser bar",1264869902.0,7T4Z-5493-AA
OENumber,OE Number,AA5Z5484A,36.0,FORD,89,TD4530W,DELPHI,1334.0,"Mounting, stabiliser bar",1166363992.0,AA5Z-5484-A
OENumber,OE Number,AA5Z5484A,36.0,FORD,89,TD4530W,DELPHI,1334.0,"Mounting, stabiliser bar",1166363992.0,82640-4JA0A
OENumber,OE Number,AA5Z5484A,36.0,FORD,89,TD4530W,DELPHI,1334.0,"Mounting, stabiliser bar",1166363992.0,80606-8H30A
OENumber,OE Number,AA5Z5484A,36.0,FORD,89,TD4530W,DELPHI,1334.0,"Mounting, stabiliser bar",1166363992.0,EJ7Z-19C836-A
OENumber,OE Number,AA5Z5484A,36.0,FORD,89,TD4530W,DELPHI,1334.0,"Mounting, stabiliser bar",1166363992.0,82819-1LA0C
OENumber,OE Number,AA5Z5484A,36.0,FORD,89,TD4530W,DELPHI,1334.0,"Mounting, stabiliser bar",1166363992.0,AU3Z-6051-F
OENumber,OE Number,9L8Z5484A,36.0,FORD,89,TD4161W,DELPHI,1334.0,"Mounting, stabiliser bar",1166363023.0,9L8Z-5484-A
OENumber,OE Number,9L8Z-5484-A,36.0,FORD,4674,FDSB-ESCM7F,FEBEST,1334.0,"Mounting, stabiliser bar",1264869930.0,9L8Z-5484-A
OENumber,OE Number,A0101-VS40A,80.0,NISSAN,10,597.440,ELRING,560.0,"Full Gasket Kit, engine",235947560.0,A0101-VS40A
OENumber,OE Number,7L8Z18183A,72.0,MAZDA,475,BSM5301,BORG & BECK,1180.0,Suspension Strut Support Mount,152986421.0,74810-JY00B
OENumber,OE Number,7L8Z18183A,72.0,MAZDA,475,BSM5301,BORG & BECK,1180.0,Suspension Strut Support Mount,152986421.0,7L8Z-18183-A
OENumber,OE Number,7L8Z18183A,72.0,MAZDA,475,BSM5301,BORG & BECK,1180.0,Suspension Strut Support Mount,152986421.0,96302-6JF0A
OENumber,OE Number,92200-6N205,80.0,NISSAN,4819,260942,HC-Cargo,183.0,"Expansion Valve, air conditioning",140764995.0,92200-6N205
OENumber,OE Number,922006N205,80.0,NISSAN,123,999279,NISSENS,183.0,"Expansion Valve, air conditioning",936075509.0,92200-6N205
OENumber,OE Number,922006N205,1526.0,INFINITI,123,999279,NISSENS,,,,92200-6N205
OENumber,OE Number,9L2Z10346B,36.0,FORD,30,0 986 UR6 455,BOSCH,4.0,Alternator,277697981.0,9L2Z-10346-B
OENumber,OE Number,9L2Z10346B,161.0,MERCURY,30,0 986 UR6 455,BOSCH,,,,9L2Z-10346-B
OENumber,OE Number,ER3Z8501C,36.0,FORD,162,V25-50037,VAICO,1260.0,"Water Pump, engine cooling",460457917.0,ER3Z-8501-C
OENumber,OE Number,7L2Z-3280-A,36.0,FORD,4401,CR0049,CTR,51.0,Inner Tie Rod,1127372734.0,7L2Z-3280-A
OENumber,OE Number,7L2Z-3280-A,36.0,FORD,4674,2122-EXPII,FEBEST,51.0,Inner Tie Rod,218216654.0,7L2Z-3280-A
OENumber,OE Number,926007S000,1526.0,INFINITI,123,890874,NISSENS,447.0,"Compressor, air conditioning",832884492.0,92600-7S000
OENumber,OE Number,BR3Z 6020-A,776.0,FORD USA,10,755.860,ELRING,568.0,"Gasket, timing case",1150039832.0,BR3Z-6020-A
OENumber,OE Number,AL3Z-3280-A,36.0,FORD,4401,CR0050,CTR,51.0,Inner Tie Rod,1127372738.0,AL3Z-3280-A
OENumber,OE Number,AL3Z-3280-A,36.0,FORD,4674,2122-F150,FEBEST,51.0,Inner Tie Rod,155560146.0,AL3Z-3280-A
OENumber,OE Number,DG9Z2200P,1200.0,LINCOLN,65,P 24 201,BREMBO,402.0,"Brake Pad Set, disc brake",283929986.0,DG9Z-2200-P
OENumber,OE Number,DG9Z2200P,1200.0,LINCOLN,65,P24201N,BREMBO,402.0,"Brake Pad Set, disc brake",471875203.0,DG9Z-2200-P
OENumber,OE Number,DG9Z-2200-P,776.0,FORD USA,158,182198-203,ICER,402.0,"Brake Pad Set, disc brake",65315658.0,DG9Z-2200-P
OENumber,OE Number,DG9Z-2200-P,1200.0,LINCOLN,158,182198-203,ICER,402.0,"Brake Pad Set, disc brake",436923665.0,DG9Z-2200-P
OENumber,OE Number,DG9Z2200P,776.0,FORD USA,95,363916060935,MAGNETI MARELLI,,,,DG9Z-2200-P
OENumber,OE Number,6L2Z-2386-A,36.0,FORD,4674,2174-TAURF,FEBEST,2169.0,"Guide Bolt, brake caliper",282308008.0,6L2Z-2386-A
OENumber,OE Number,92100EA01A,80.0,NISSAN,89,CF20239,DELPHI,448.0,"Condenser, air conditioning",237523355.0,92100-EA01A
OENumber,OE Number,92100EA01A,80.0,NISSAN,66,DCN46037,DENSO,448.0,"Condenser, air conditioning",1137895902.0,92100-EA01A
OENumber,OE Number,92100EA01A,80.0,NISSAN,287,AC 138 000S,MAHLE,448.0,"Condenser, air conditioning",617651304.0,92100-EA01A
OENumber,OE Number,92100EA01A,80.0,NISSAN,123,94879,NISSENS,448.0,"Condenser, air conditioning",53545665.0,92100-EA01A
OENumber,OE Number,E6110-1BA0C,80.0,NISSAN,6968,U35032,TOKICO,854.0,Shock Absorber,1262913293.0,E6110-1BA0C
OENumber,OE Number,E6110-1BA0C,1526.0,INFINITI,6968,U35032,TOKICO,,,,E6110-1BA0C
OENumber,OE Number,AA5Z-9E583-A,776.0,FORD USA,10,789.970,ELRING,2048.0,Seal Ring,1373442849.0,AA5Z-9E583-A
,,,,,,,,60680.0,"Seal, fuel pump",1291369666.0,AA5Z-9E583-A
OENumber,OE Number,8L2Z-5500-AC,36.0,FORD,4674,FDAB-083,FEBEST,251.0,"Mounting, control/trailing arm",494254608.0,8L2Z-5500-AC
OENumber,OE Number,AL8Z-3280-B,36.0,FORD,4401,CR0075,CTR,51.0,Inner Tie Rod,1127373200.0,AL8Z-3280-B
OENumber,OE Number,E6110-ZZ51B,80.0,NISSAN,4674,NAB-362,FEBEST,3043.0,"Bush, shock absorber",261946906.0,E6110-4KK4B
OENumber,OE Number,E6110-ZZ51B,80.0,NISSAN,4674,NAB-362,FEBEST,3043.0,"Bush, shock absorber",261946906.0,E6110-ZZ51B
OENumber,OE Number,E6110-ZZ51B,80.0,NISSAN,4674,NAB-362,FEBEST,3043.0,"Bush, shock absorber",261946906.0,96301-WJ620
OENumber,OE Number,YW7Z-8678-AA,36.0,FORD,4674,2187-EXPII,FEBEST,310.0,"Tensioner Pulley, V-ribbed belt",155560235.0,YW7Z-8678-AA
OENumber,OE Number,YW7Z 8678-AA,161.0,MERCURY,33,T36100,GATES,312.0,"Deflection/Guide Pulley, V-ribbed belt",994644663.0,YW7Z-8678-AA
OENumber,OE Number,YW7Z 8678-AA,776.0,FORD USA,33,T36100,GATES,313.0,"Deflection/Guide Pulley, timing belt",1245499797.0,YW7Z-8678-AA
OENumber,OE Number,YW7Z 8678-AA,1200.0,LINCOLN,33,T36100,GATES,,,,YW7Z-8678-AA
OENumber,OE Number,YW7Z-8678-AA,29.0,DODGE,6375,GTC1160,GMB,,,,YW7Z-8678-AA
OENumber,OE Number,YW7Z-8678-AA,45.0,HONDA,6375,GTC1160,GMB,,,,YW7Z-8678-AA
OENumber,OE Number,YW7Z-8678-AA,776.0,FORD USA,6375,GTC1160,GMB,,,,YW7Z-8678-AA
OENumber,OE Number,YW7Z-8678-AA,882.0,JEEP,6375,GTC1160,GMB,,,,YW7Z-8678-AA
