index,matchType,description,match,mfrId,mfrName,part_dataSupplierId,part_articleNumber,part_mfrName,genericArticleId,genericArticleDescription,legacyArticleId,OEM SKU,OEM DESC
2,OENumber,OE Number,A4478350070,74.0,MERCEDES-BENZ,287,AC 1012 000S,MAHLE,448.0,"Condenser, air conditioning",1107594296.0,A4478350070,Condenser
3,OENumber,OE Number,A4478350070,74.0,MERCEDES-BENZ,123,941054,NISSENS,448.0,"Condenser, air conditioning",249304307.0,A4478350070,Condenser
4,OENumber,OE Number,A447 835 0070,74.0,MERCEDES-BENZ,209,02.59.180,TRUCKTEC AUTOMOTIVE,448.0,"Condenser, air conditioning",1362771558.0,A4478350070,Condenser
0,OENumber,OE Number,A463 835 28 00,74.0,MERCEDES-BENZ,350,ADU172528,BLUE PRINT,424.0,"Filter, cabin air",465122598.0,A4638352800,Filter Element *
1,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,475,BFC1324,BORG & BECK,424.0,"Filter, cabin air",648125146.0,A4638352800,Filter Element *
2,OENumber,OE Number,A4638352800,74.0,MERCEDES-BENZ,4391,1694145880,EUROREPAR,424.0,"Filter, cabin air",1363708458.0,A4638352800,Filter Element *
3,OENumber,OE Number,A463 835 28 00,74.0,MERCEDES-BENZ,101,105817,FEBI BILSTEIN,424.0,"Filter, cabin air",446783656.0,A4638352800,Filter Element *
4,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,256,K 1416A,FILTRON,424.0,"Filter, cabin air",564832106.0,A4638352800,Filter Element *
5,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,81,E4932LC,HENGST FILTER,424.0,"Filter, cabin air",254299501.0,A4638352800,Filter Element *
6,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,81,E5967LC,HENGST FILTER,424.0,"Filter, cabin air",1181874245.0,A4638352800,Filter Element *
7,OENumber,OE Number,A4638352800,74.0,MERCEDES-BENZ,4501,LFCK355,LUCAS,424.0,"Filter, cabin air",1315873475.0,A4638352800,Filter Element *
8,OENumber,OE Number,A4638352800,74.0,MERCEDES-BENZ,287,LAK 1161,MAHLE,424.0,"Filter, cabin air",338379368.0,A4638352800,Filter Element *
9,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,4008,MMF025226,MANDO,424.0,"Filter, cabin air",881546885.0,A4638352800,Filter Element *
10,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,4,CUK 26 023,MANN-FILTER,424.0,"Filter, cabin air",470423857.0,A4638352800,Filter Element *
11,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,144,012 320 0044,MEYLE,424.0,"Filter, cabin air",726968626.0,A4638352800,Filter Element *
12,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,144,012 326 0044/PD,MEYLE,424.0,"Filter, cabin air",1217568688.0,A4638352800,Filter Element *
13,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,129,OP-FCF20146-C,OPTIMAL,424.0,"Filter, cabin air",1241919272.0,A4638352800,Filter Element *
14,OENumber,OE Number,A 463 835 28 00,74.0,MERCEDES-BENZ,324,WP2185,WIX FILTERS,424.0,"Filter, cabin air",565278570.0,A4638352800,Filter Element *
0,OENumber,OE Number,BL3Z18472B,36.0,FORD,33,02-3019,GATES,9217.0,Heater Hose,1221253531.0,BL3Z-18472-B,Hose - Heater Water
1,OENumber,OE Number,BL3Z18472B,776.0,FORD USA,33,02-3019,GATES,,,,BL3Z-18472-B,Hose - Heater Water
0,OENumber,OE Number,BR3Z 19703-A,36.0,FORD,21,815632,VALEO,447.0,"Compressor, air conditioning",283691090.0,BR3Z-19703-A,Compressor Assembly
1,OENumber,OE Number,BR3Z19703A,36.0,FORD,21,815632,VALEO,,,,BR3Z-19703-A,Compressor Assembly
0,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,350,ADM52520,BLUE PRINT,424.0,"Filter, cabin air",101411062.0,GS1D61P11,Filter
1,OENumber,OE Number,GS1D61P11,72.0,MAZDA,475,BFC1052,BORG & BECK,424.0,"Filter, cabin air",117409667.0,GS1D61P11,Filter
2,OENumber,OE Number,GS1D-61P11,72.0,MAZDA,30,0 986 4B5 014,BOSCH,424.0,"Filter, cabin air",626562453.0,GS1D61P11,Filter
3,OENumber,OE Number,GS1D 61 P11,72.0,MAZDA,30,1 987 432 092,BOSCH,424.0,"Filter, cabin air",2323589.0,GS1D61P11,Filter
4,OENumber,OE Number,GS1D61P11,72.0,MAZDA,43,CCF0116,CHAMPION,424.0,"Filter, cabin air",21257276.0,GS1D61P11,Filter
5,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,4434,28.0002-1161.2,CONTINENTAL,424.0,"Filter, cabin air",479178621.0,GS1D61P11,Filter
6,OENumber,OE Number,GS1D61P11,72.0,MAZDA,140,80001039,CORTECO,424.0,"Filter, cabin air",59524228.0,GS1D61P11,Filter
7,OENumber,OE Number,GS1D61P11,72.0,MAZDA,140,80001040,CORTECO,424.0,"Filter, cabin air",59524338.0,GS1D61P11,Filter
8,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,89,TSP0325176,DELPHI,424.0,"Filter, cabin air",40194340.0,GS1D61P11,Filter
9,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,66,DCF136P,DENSO,424.0,"Filter, cabin air",30462091.0,GS1D61P11,Filter
10,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,66,DCF480P,DENSO,424.0,"Filter, cabin air",273618865.0,GS1D61P11,Filter
11,OENumber,OE Number,GS1D61P11,72.0,MAZDA,4391,1640600380,EUROREPAR,424.0,"Filter, cabin air",539136225.0,GS1D61P11,Filter
12,OENumber,OE Number,GS1D61P11,72.0,MAZDA,4391,1640606380,EUROREPAR,424.0,"Filter, cabin air",539138144.0,GS1D61P11,Filter
13,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,101,21359,FEBI BILSTEIN,424.0,"Filter, cabin air",47124020.0,GS1D61P11,Filter
14,OENumber,OE Number,GS1D-61P11,72.0,MAZDA,256,K 1161,FILTRON,424.0,"Filter, cabin air",84248997.0,GS1D61P11,Filter
15,OENumber,OE Number,GS1D-61P11,72.0,MAZDA,81,E1926LI,HENGST FILTER,424.0,"Filter, cabin air",37889893.0,GS1D61P11,Filter
16,OENumber,OE Number,GS1D61P11,72.0,MAZDA,4501,LFCP203,LUCAS,424.0,"Filter, cabin air",1315885884.0,GS1D61P11,Filter
17,OENumber,OE Number,GS1D61P11,72.0,MAZDA,95,154064188830,MAGNETI MARELLI,424.0,"Filter, cabin air",42884707.0,GS1D61P11,Filter
18,OENumber,OE Number,GS1D61P11,72.0,MAZDA,95,350203062250,MAGNETI MARELLI,424.0,"Filter, cabin air",43265730.0,GS1D61P11,Filter
19,OENumber,OE Number,GS1D-61P11,72.0,MAZDA,95,359002320740,MAGNETI MARELLI,424.0,"Filter, cabin air",485138053.0,GS1D61P11,Filter
20,OENumber,OE Number,GS1D61P11,72.0,MAZDA,287,LA 158,MAHLE,424.0,"Filter, cabin air",92774087.0,GS1D61P11,Filter
21,OENumber,OE Number,GS1D-61P11,72.0,MAZDA,4,CU 2043,MANN-FILTER,424.0,"Filter, cabin air",7357048.0,GS1D61P11,Filter
22,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,133,65540,MAPCO,424.0,"Filter, cabin air",56595143.0,GS1D61P11,Filter
23,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,144,35-12 319 0000,MEYLE,424.0,"Filter, cabin air",61362984.0,GS1D61P11,Filter
24,OENumber,OE Number,GS1D-61P11,72.0,MAZDA,129,OP-FCF20058,OPTIMAL,424.0,"Filter, cabin air",1241897046.0,GS1D61P11,Filter
25,OENumber,OE Number,GS1D-61-P11,72.0,MAZDA,21,698870,VALEO,424.0,"Filter, cabin air",13784509.0,GS1D61P11,Filter
26,OENumber,OE Number,GS1D61P11,72.0,MAZDA,21,698870,VALEO,424.0,"Filter, cabin air",98523134.0,GS1D61P11,Filter
27,OENumber,OE Number,GS1D-61P11,72.0,MAZDA,324,WP9186,WIX FILTERS,,,,GS1D61P11,Filter
0,OENumber,OE Number,H1FZ19805A,36.0,FORD,66,DEA10053,DENSO,2669.0,Interior Blower,583444187.0,H1FZ 19805-A,Blower Assembly
0,OENumber,OE Number,12623-71C01,109.0,SUZUKI,32,1863 606 243,SACHS,579.0,"Pilot Bearing, clutch",16535524.0,12623-71C01,Pilot Bearing Clutch
0,OENumber,OE Number,13780-M76M00,109.0,SUZUKI,350,ADK82250,BLUE PRINT,8.0,Air Filter,204501571.0,13780-M76M00,Element Air Cleaner *
1,OENumber,OE Number,13780M76M00,908.0,MARUTI,350,ADK82250,BLUE PRINT,8.0,Air Filter,1306858636.0,13780-M76M00,Element Air Cleaner *
2,OENumber,OE Number,13780-M76M00,109.0,SUZUKI,101,184315,FEBI BILSTEIN,8.0,Air Filter,1315866950.0,13780-M76M00,Element Air Cleaner *
3,OENumber,OE Number,13780M76M00,908.0,MARUTI,101,184315,FEBI BILSTEIN,,,,13780-M76M00,Element Air Cleaner *
4,OENumber,OE Number,13780M76M00,109.0,SUZUKI,4501,LFAF602,LUCAS,,,,13780-M76M00,Element Air Cleaner *
0,OENumber,OE Number,04478-33100,111.0,TOYOTA,4674,0175-ACA30F,FEBEST,405.0,"Repair Kit, brake caliper",155546156.0,04478-33100,Cylinder Kit Disc Brake Front
1,OENumber,OE Number,04478-33100,25.0,DAIHATSU,4674,0175-ACV40F,FEBEST,405.0,"Repair Kit, brake caliper",155546562.0,04478-33100,Cylinder Kit Disc Brake Front
2,OENumber,OE Number,04478-33100,111.0,TOYOTA,4674,0175-ACV40F,FEBEST,405.0,"Repair Kit, brake caliper",66979132.0,04478-33100,Cylinder Kit Disc Brake Front
3,OENumber,OE Number,04478-33100,111.0,TOYOTA,161,SJ5287,TRW,,,,04478-33100,Cylinder Kit Disc Brake Front
4,OENumber,OE Number,04478-33100,842.0,LEXUS,161,SJ5287,TRW,,,,04478-33100,Cylinder Kit Disc Brake Front
0,OENumber,OE Number,LR174141,1820.0,LAND ROVER,350,ADBP210180,BLUE PRINT,7.0,Oil Filter,1379934815.0,LR174141,Oil Filter Element
1,OENumber,OE Number,LR174141,1820.0,LAND ROVER,101,188712,FEBI BILSTEIN,7.0,Oil Filter,1380882152.0,LR174141,Oil Filter Element
2,OENumber,OE Number,LR174141,1820.0,LAND ROVER,81,E359H D306,HENGST FILTER,7.0,Oil Filter,187768029.0,LR174141,Oil Filter Element
3,OENumber,OE Number,LR174141,1820.0,LAND ROVER,287,OX 353/7D,MAHLE,7.0,Oil Filter,92913110.0,LR174141,Oil Filter Element
0,OENumber,OE Number,44140-JA01A,80.0,NISSAN,4674,0274-J10UPR,FEBEST,2169.0,"Guide Bolt, brake caliper",155555972.0,44140-JA01A,Disc Brake Caliper Pin Rear
1,OENumber,OE Number,44140-JA01A,93.0,RENAULT,4674,0274-J10UPR,FEBEST,2169.0,"Guide Bolt, brake caliper",1165926218.0,44140-JA01A,Disc Brake Caliper Pin Rear
2,OENumber,OE Number,44140-JA01A,80.0,NISSAN,4674,0274-T32R-KIT,FEBEST,,,,44140-JA01A,Disc Brake Caliper Pin Rear
3,OENumber,OE Number,44140-JA01A,93.0,RENAULT,4674,0274-T32R-KIT,FEBEST,,,,44140-JA01A,Disc Brake Caliper Pin Rear
0,OENumber,OE Number,44141-JA01A,80.0,NISSAN,4674,0274-J10LOWR,FEBEST,2169.0,"Guide Bolt, brake caliper",155555970.0,44141-JA01A,Disc Brake Caliper Pin Rear
1,OENumber,OE Number,44141-JA01A,93.0,RENAULT,4674,0274-J10LOWR,FEBEST,2169.0,"Guide Bolt, brake caliper",1165926218.0,44141-JA01A,Disc Brake Caliper Pin Rear
2,OENumber,OE Number,44141-JA01A,80.0,NISSAN,4674,0274-T32R-KIT,FEBEST,,,,44141-JA01A,Disc Brake Caliper Pin Rear
3,OENumber,OE Number,44141-JA01A,93.0,RENAULT,4674,0274-T32R-KIT,FEBEST,,,,44141-JA01A,Disc Brake Caliper Pin Rear
0,OENumber,OE Number,LR064185,1820.0,LAND ROVER,31,5PK1140,CONTINENTAL CTAM,305.0,V-Ribbed Belt,16352191.0,LR064185,Belt Primary Drive *
1,OENumber,OE Number,LR064185,1820.0,LAND ROVER,4391,1635046380,EUROREPAR,305.0,V-Ribbed Belt,454954053.0,LR064185,Belt Primary Drive *
2,OENumber,OE Number,LR064185,1820.0,LAND ROVER,33,6PK2460,GATES,305.0,V-Ribbed Belt,17146226.0,LR064185,Belt Primary Drive *
3,OENumber,OE Number,LR0 64185,1820.0,LAND ROVER,204,FB 6PK2460,INA,305.0,V-Ribbed Belt,207854753.0,LR064185,Belt Primary Drive *
4,OENumber,OE Number,LR064185,1820.0,LAND ROVER,204,FB 6PK2460,INA,305.0,V-Ribbed Belt,345138825.0,LR064185,Belt Primary Drive *
5,OENumber,OE Number,LR064185,1820.0,LAND ROVER,4994,6PK2455,MITSUBOSHI,305.0,V-Ribbed Belt,345138831.0,LR064185,Belt Primary Drive *
6,OENumber,OE Number,LR064185,1820.0,LAND ROVER,4994,6PK2460,MITSUBOSHI,305.0,V-Ribbed Belt,345138891.0,LR064185,Belt Primary Drive *
7,OENumber,OE Number,LR064185,1820.0,LAND ROVER,4994,6PK2465,MITSUBOSHI,,,,LR064185,Belt Primary Drive *
0,OENumber,OE Number,0CK 321 465 A,5.0,AUDI,10,890.350,ELRING,3106.0,"Gasket, automatic transmission oil sump",470672249.0,0CK321465A,Gasket for Oil Sump
1,OENumber,OE Number,0CK 321 465 A,104.0,SEAT,10,890.350,ELRING,625.0,"Gasket Set, automatic transmission",1318484303.0,0CK321465A,Gasket for Oil Sump
2,OENumber,OE Number,0CK 321 465 A,106.0,SKODA,10,890.350,ELRING,,,,0CK321465A,Gasket for Oil Sump
3,OENumber,OE Number,0CK 321 465 A,121.0,VW,10,890.350,ELRING,,,,0CK321465A,Gasket for Oil Sump
4,OENumber,OE Number,0CK 321 465 A,4896.0,CUPRA,10,890.350,ELRING,,,,0CK321465A,Gasket for Oil Sump
5,OENumber,OE Number,0CK 321 465 A,5.0,AUDI,162,V10-8849,VAICO,,,,0CK321465A,Gasket for Oil Sump
6,OENumber,OE Number,0CK 321 465 A,121.0,VW,162,V10-8849,VAICO,,,,0CK321465A,Gasket for Oil Sump
7,OENumber,OE Number,0CK 321 465 A,253.0,VAG,162,V10-8849,VAICO,,,,0CK321465A,Gasket for Oil Sump
0,OENumber,OE Number,8U0298403,5.0,AUDI,4553,1211315,CTR,851.0,"Dryer, air conditioning",593027103.0,8U0298403,Dryer Insert with Attachment Parts
1,OENumber,OE Number,8U0298403,121.0,VW,4819,261507,HC-Cargo,851.0,"Dryer, air conditioning",947096562.0,8U0298403,Dryer Insert with Attachment Parts
2,OENumber,OE Number,8U0298403,5.0,AUDI,287,AD 19 000P,MAHLE,851.0,"Dryer, air conditioning",617760108.0,8U0298403,Dryer Insert with Attachment Parts
3,OENumber,OE Number,8U0298403,121.0,VW,287,AD 19 000P,MAHLE,851.0,"Dryer, air conditioning",237907869.0,8U0298403,Dryer Insert with Attachment Parts
4,OENumber,OE Number,8U0298403,4896.0,CUPRA,287,AD 19 000P,MAHLE,,,,8U0298403,Dryer Insert with Attachment Parts
5,OENumber,OE Number,8U0298403,5.0,AUDI,123,95554,NISSENS,,,,8U0298403,Dryer Insert with Attachment Parts
0,OENumber,OE Number,N10648301,253.0,VAG,89,BGK010,DELPHI,54.0,"Bolt, brake disc",1133832876.0,N  10648301,Hex Socket Countersunk Bolt
1,OENumber,OE Number,N10648301,253.0,VAG,4674,0398-003-PCS10,FEBEST,3240.0,"Fastening Bolt, control arm",831230209.0,N  10648301,Hex Socket Countersunk Bolt
2,OENumber,OE Number,N 106 483 01,5.0,AUDI,101,04511,FEBI BILSTEIN,54.0,"Bolt, brake disc",601868278.0,N  10648301,Hex Socket Countersunk Bolt
3,OENumber,OE Number,N10648301,92.0,PORSCHE,101,04511,FEBI BILSTEIN,54.0,"Bolt, brake disc",5464656.0,N  10648301,Hex Socket Countersunk Bolt
4,OENumber,OE Number,N 106 483 01,104.0,SEAT,101,04511,FEBI BILSTEIN,54.0,"Bolt, brake disc",132805489.0,N  10648301,Hex Socket Countersunk Bolt
5,OENumber,OE Number,N 106 483 01,106.0,SKODA,101,04511,FEBI BILSTEIN,54.0,"Bolt, brake disc",34115322.0,N  10648301,Hex Socket Countersunk Bolt
6,OENumber,OE Number,N 106 483 01,121.0,VW,101,04511,FEBI BILSTEIN,2256.0,Bolts/Screws Assortment,34116278.0,N  10648301,Hex Socket Countersunk Bolt
7,OENumber,OE Number,N10648301,5.0,AUDI,2,8DZ 355 209-081,HELLA,54.0,"Bolt, brake disc",20349634.0,N  10648301,Hex Socket Countersunk Bolt
8,OENumber,OE Number,N10648301,104.0,SEAT,2,8DZ 355 209-081,HELLA,2256.0,Bolts/Screws Assortment,20349926.0,N  10648301,Hex Socket Countersunk Bolt
9,OENumber,OE Number,N10648301,106.0,SKODA,2,8DZ 355 209-081,HELLA,,,,N  10648301,Hex Socket Countersunk Bolt
10,OENumber,OE Number,N10648301,121.0,VW,2,8DZ 355 209-081,HELLA,,,,N  10648301,Hex Socket Countersunk Bolt
11,OENumber,OE Number,N10648301,5.0,AUDI,4625,8DZ 355 209-081,HELLA PAGID,,,,N  10648301,Hex Socket Countersunk Bolt
12,OENumber,OE Number,N10648301,104.0,SEAT,4625,8DZ 355 209-081,HELLA PAGID,,,,N  10648301,Hex Socket Countersunk Bolt
13,OENumber,OE Number,N10648301,106.0,SKODA,4625,8DZ 355 209-081,HELLA PAGID,,,,N  10648301,Hex Socket Countersunk Bolt
14,OENumber,OE Number,N10648301,121.0,VW,4625,8DZ 355 209-081,HELLA PAGID,,,,N  10648301,Hex Socket Countersunk Bolt
15,OENumber,OE Number,N10648301,5.0,AUDI,73,TPM0008,MINTEX,,,,N  10648301,Hex Socket Countersunk Bolt
16,OENumber,OE Number,N10648301,104.0,SEAT,73,TPM0008,MINTEX,,,,N  10648301,Hex Socket Countersunk Bolt
17,OENumber,OE Number,N10648301,106.0,SKODA,73,TPM0008,MINTEX,,,,N  10648301,Hex Socket Countersunk Bolt
18,OENumber,OE Number,N10648301,121.0,VW,73,TPM0008,MINTEX,,,,N  10648301,Hex Socket Countersunk Bolt
19,OENumber,OE Number,N10648301,5.0,AUDI,73,TPM1000,MINTEX,,,,N  10648301,Hex Socket Countersunk Bolt
20,OENumber,OE Number,N10648301,104.0,SEAT,73,TPM1000,MINTEX,,,,N  10648301,Hex Socket Countersunk Bolt
21,OENumber,OE Number,N10648301,106.0,SKODA,73,TPM1000,MINTEX,,,,N  10648301,Hex Socket Countersunk Bolt
22,OENumber,OE Number,N10648301,121.0,VW,73,TPM1000,MINTEX,,,,N  10648301,Hex Socket Countersunk Bolt
23,OENumber,OE Number,N10648301,5.0,AUDI,39,TPM0008,TEXTAR,,,,N  10648301,Hex Socket Countersunk Bolt
24,OENumber,OE Number,N10648301,104.0,SEAT,39,TPM0008,TEXTAR,,,,N  10648301,Hex Socket Countersunk Bolt
25,OENumber,OE Number,N10648301,106.0,SKODA,39,TPM0008,TEXTAR,,,,N  10648301,Hex Socket Countersunk Bolt
